family,name,target,feasibility,confidence,horizon,direction,tushare,institutional_relevance
liquidity_micro,大宗交易折价率因子,capital_sentiment,GREEN,med,日频发生，月度累计信号；预测 1-4 周股价压力。,大折价（disc<<0）→ 机构急于减持 → 看空；小折价或溢价成交 → 接盘方积极 → 中性或看多。,block_trade,高——大宗交易几乎完全是机构行为（沪深交所规定单笔≥30万股或≥200万元），折价率直接反映机构资金对股票的定价意愿和持
liquidity_micro,融资余额变化率（杠杆资金信号）,funding_score,GREEN,high,5日/20日变化率，预测 1-3 周内价格动量；极端值（>30%月增）预测后续 4-8 周反转风险。,适度正变化（融资余额稳步增长）→ 看多（资金入场）；极端正变化（月增>30%）→ 过热反转信号看空；负变化（去杠杆）→ 短期看空，若持续→底部信号。,"margin, margin_detail",中高——机构自身不大量使用融资（有杠杆限制），但将融资余额视为散户杠杆情绪温度计；融资余额高时机构往往趋于谨慎。
liquidity_micro,换手率调整后动量反转（STREV_TO）,capital_sentiment,GREEN,high,20日滚动，预测 2-4 周反转（系统核心 2-4 周窗口正好覆盖）。,因子高值（高量放大的上涨日过多）→ 过热 → 反转 → 看空；低值（放量下跌）→ 超卖 → 反转 → 看多。,"daily, daily_basic",高——机构算法交易（TWAP/VWAP）在高成交量时段拆单，造成价格短暂偏离后回归，量价配合反转捕捉这一效应；是机构市场
liquidity_micro,北向资金持股变化率（流动性质量信号）,capital_sentiment,GREEN,high,5日/20日变化率，预测 2-4 周超额收益；结合长期（60日）趋势更稳健。,北向净增持（正变化）→ 机构看多，流动性质量提升 → 看多；北向净减持（负变化）→ 外资撤离，流动性脆弱 → 看空/risk_discount 上升。,"hk_hold, moneyflow_hsgt",极高——北向资金本身就是机构（外资），其持仓变化是机构行为的直接观测，比其他任何代理指标都准确；与 L7.flow.pa
liquidity_micro,融券余额比率（卖空压力因子）,risk_discount,GREEN,med,日频/月度均值，预测 2-6 周卖压；短期高度变化更有效。,高 SHORT_RATIO → 机构看空/风险对冲增加 → 看空（risk_discount 上升）；低且下降 → 空头回补潜力 → 看多（短暂）。,"margin, margin_detail",高——融券是机构专属工具（准入限制+资金门槛），融券余额高意味着机构认为高风险；与 L8.cap.short_incre
volatility_risk,IVOL_FF3,risk_discount,GREEN,high,1个月重新估计，预测1个月收益；在A股2周至4周持有期与系统2-4周窗口吻合。,IVOL高 → 看空（未来收益低）；因子取负值后高分=低IVOL=看多,"daily, daily_basic, stk_factor_pro",高——机构持仓的低波动股票集中于蓝筹，IVOL恰好筛出高波散户题材股；北向资金也倾向规避高IVOL个股。
volatility_risk,MAX5,risk_discount,GREEN,high,过去1个月数据，预测1个月收益；A股证据支持2-4周窗口。,MAX5高 → 看空；负值后高分=低MAX5=看多,"daily, stk_limit, limit_list_d",中高——机构普遍规避连板涨停题材股，MAX高者恰是机构卖出对象；北向资金流入方向与低MAX负相关。
volatility_risk,BAB_A,risk_discount,GREEN,med,月度再平衡；预测1个月。,高β → 看空；BAB多头=低β看多,"daily, daily_basic, margin, margin_detail",高——机构资金（公募、险资）天然偏好低beta稳健股，BAB多头与机构持仓重叠度高。
volatility_risk,RVOL_20,risk_discount,GREEN,high,20日估计，预测1-4周收益；2024年中金高频手册确认30日换仓IC均值-0.118，ICIR -0.541。,RVOL高 → 看空,"daily, daily_basic",高——是Barra风险模型标配，机构风险系统广泛使用，直接影响组合构建中的风险预算分配。
volatility_risk,RVOL_HIGHFREQ,risk_discount,YELLOW,med,月度更新，预测2-4周；日内分钟数据与系统持仓周期匹配。,高上行RVOL → 看空（彩票溢价）；高ASYM_VOL → 看空,none,中——机构量化策略广泛使用日内数据，但对基本面投资者信号意义较弱。
volatility_risk,SKEW_REALIZED,risk_discount,GREEN,med,月度估计，预测1个月收益；中国A股文献样本2000-2022年持续显著。,高RSKEW（正偏）→ 看空；因子取负值后高分=低偏度=看多,daily,中——偏度因子在机构为主市场中更多用于尾部风险管理而非选股，但A股散户驱动的彩票溢价使其仍有选股alpha。
volatility_risk,COSKEW,risk_discount,GREEN,low,60日或更长期估计（需稳定估计），预测1个月。,负协偏度（大负值）→ 理论上应有风险溢价，但在A股定价偏差下为看空信号,"daily, daily_basic",中低——协偏度主要用于宏观尾部风险管理，对2-4周选股信号较弱。
volatility_risk,DOWNSIDE_BETA,risk_discount,GREEN,med,252日估计，预测1个月；2-4周窗口有效。,高下行beta → 看空（需要更高风险溢价，但散户高估这类股票→预测负alpha）,"daily, daily_basic",高——险资和公募基金的回撤控制直接依赖下行beta管理，该因子与机构风险预算体系高度相关。
volatility_risk,VaR_HS,risk_discount,GREEN,med,252日历史窗口，月度更新，预测1个月。,高VaR → 看空,daily,高——机构风控直接监控个股VaR，该指标与机构持仓边界一致。
volatility_risk,CYQ_WIDTH,risk_discount,GREEN,med,日更新，月度截面信号，预测2-4周。,CYQ_WIDTH高 → 未来波动高 → 看空,cyq_perf,中低——机构不直接使用筹码分析，但筹码宽度隐含的散户行为与机构逆向交易机会相关。
volatility_risk,LIMIT_FREQ,risk_discount,GREEN,med,60日窗口，月度截面信号，预测2-4周。,高LIMIT_FREQ → 高波动风险 → 看空,"stk_limit, limit_list_d, limit_list_ths",高——机构持仓系统普遍剔除频繁涨跌停个股；北向资金从不参与连板题材，频繁涨停频率是机构规避信号。
volatility_risk,PLEDGE_VOL,risk_discount,GREEN,med,季度或月度更新（披露频率），预测1个月，极端事件预警信号。,高PLEDGE_RATIO → 高尾部风险 → 看空,"pledge_stat, pledge_detail, daily_basic",高——机构风控系统明确将高质押率列为风险红线；北向资金持仓中极少出现高质押率个股。
volatility_risk,IVOL_RESID_NEUTRAL,risk_discount,GREEN,high,月度截面信号，预测1个月；双重中性化提升信号纯度。,高中性IVOL → 看空,"daily, daily_basic, index_classify, index_member_all",高——机构量化组合普遍要求行业中性，该因子是机构可直接使用的风险暴露信号。
volatility_risk,VOL_REGIME,risk_discount,YELLOW,med,用作调节权重的元因子（factor-on-factor），短期动态调整，2-4周有效。,高波动机制 → 低IVOL因子权重上调；低波动机制 → 权重下调,"daily_basic, index_dailybasic",中高——机构资产配置中动态调整风险预算与波动率机制高度相关，但对个股选股信号直接作用有限。
volatility_risk,MARGIN_VOL_RATIO,risk_discount,GREEN,med,月度截面信号，预测2-4周（融资平仓风险为中期事件）。,高MARGIN_VOL → 强迫平仓风险高 → 看空,"margin, margin_detail, daily_basic, daily",高——北向资金和公募基金普遍规避融资余额过高的高波动个股；机构风控将融资余额占比作为流动性风险指标。
volatility_risk,SKEW_UNLOCK,risk_discount,GREEN,med,前向30日滚动，预测未来2-4周内的事件驱动风险。,高解禁压力+高波动 → 看空,"share_float, daily_basic, daily",高——机构投资者的股票池维护中，解禁压力是重要的时点回避指标；北向资金在大额解禁前往往提前减仓。
sentiment_attention,limit_seal_strength,priced_in_discount,GREEN,high,1-5日（次日信号最强；5日后衰减）；覆盖系统2-4周窗较弱需叠加其他因子,高封成比→短期看空（反向，散户追涨后反转）,"limit_list_d, daily",机构不参与打板但可用此因子做反向对冲/减仓信号；机构化程度越高该因子反转越强
sentiment_attention,dc_hot_rank_reversal,priced_in_discount,GREEN,med,1-3周（DA研究1-2周最强；A股T+1延迟1日）,高关注度→看空（反向）；低关注度→看多,"dc_hot, ths_hot",机构本身不看热榜但可追踪散户流动方向；与北向资金流组合：热榜高关注+北向流出=双重反向信号
sentiment_attention,chip_profit_ratio,capital_sentiment,GREEN,med,2-6周（筹码结构变化慢，持仓逻辑适配系统2-4周窗）,低获利比例+高换手→底部信号→看多；高获利比例→获利了结压力→看空,"cyq_perf, daily_basic",机构用筹码数据追踪散户持仓成本，判断'解套行情'时机；在散户→机构迁移背景下，该因子在散户比例高的中小市值股更有效
sentiment_attention,turnover_acceleration,priced_in_discount,GREEN,high,2-4周（与系统核心窗口完全匹配）,高加速换手→看空（散户追涨顶部信号）,"daily, daily_basic",机构用作拥挤度监测；高加速换手=散户拥挤=机构反向交易窗口；量化机构可用作择时仓位缩减信号
sentiment_attention,limit_board_consecutive,capital_sentiment,GREEN,med,1-2周（单只连板股信号短；市场层面连板高度作为情绪regime信号有2-4周持续性）,极高连板(>=7板)→该股短期看空；市场连板高度高→全市场情绪过热→整体溢价压缩,"limit_step, limit_list_d",机构本身不参与连板追涨，但用连板高度作为市场情绪过热预警；当连板高度>=5且炸板率>40%时，机构往往开始降低组合中小市
sentiment_attention,board_burst_rate,capital_sentiment,GREEN,med,市场层面1-3周（情绪低谷持续性）；个股层面3-7日,市场高炸板率→反向看多（情绪底部）；个股炸板→短期看空（次日反弹概率低）,"limit_list_d, limit_list_ths",机构用炸板率监测散户情绪衰竭点，作为补仓/反弹布局信号；在机构为主市场中，机构掌握信息优势，往往在炸板率极值时逆向布局
sentiment_attention,irm_qa_intensity,priced_in_discount,GREEN,med,1-3周（关注度反转周期）,高问答量→看空（散户过度关注→反向）,"irm_qa_sh, irm_qa_sz",机构较少直接交互IRM，但可用IRM问答量追踪散户情绪热度，作为反向信号叠加在估值分析上
sentiment_attention,kpl_concept_momentum_reversal,priced_in_discount,GREEN,med,1-2周（题材炒作持续性窗口）,高题材热度(连续3日以上) →看空（反向）,"kpl_concept, kpl_list",机构不参与题材炒作，但机构反向做空题材拥挤标的已成重要策略；题材热度与融资余额异动关联强，可叠加margin数据提升信号
sentiment_attention,hot_money_presence,capital_sentiment,GREEN,med,3-7日(动量)；1-2周(反转，当多席位出现),净买入→短期看多(3-7日)；多席位同时出现→中期看空(1-2周反转),hm_detail,机构可用游资信号作为短线噪声过滤器；当机构席位与游资席位同时出现在买方时，信号更强；北向资金席位排除
sentiment_attention,new_share_hype_decay,priced_in_discount,GREEN,med,4-12周（次新炒作衰减周期长于普通因子）,高上市涨幅/短上市时间→看空（反转）；破发→看多,"daily, daily_basic",机构不参与次新股炒作，常将次新股排除在量化池外；但因子本身可作为持仓筛选（避免误入高估次新）或做空信号
sentiment_attention,overnight_ret_reversal,priced_in_discount,GREEN,high,1-3日（极短期，日频信号）,大幅隔夜高开(OvernightRet>阈值)→看空；隔夜大跌→看多,daily,机构可用隔夜信号优化T+1下的开盘挂单策略；北向资金在开盘后快速反向操作与该信号高度相关
sentiment_attention,stk_holder_count_change,capital_sentiment,GREEN,med,4-12周（季度数据频率决定；信号持续性强）,股东人数减少→看多（筹码集中）；急剧增加→看空,stk_holdernumber,机构用股东人数追踪自身建仓是否已在市场中被察觉；股东人数数据每季度更新，适合机构中长期配置决策
sentiment_attention,margin_balance_sentiment,funding_score,GREEN,high,2-4周（融资仓位调整周期；与系统核心2-4周窗口匹配）,融资余额快速上升→看空（散户杠杆过热）；融资余额快速下降+偿还率高→看多（去杠杆接近尾声）,"margin_detail, daily_basic",机构用融资余额追踪散户杠杆水平；两融余额是机构评估市场情绪最重要的量化指标之一；与北向资金流向组合：北向流出+融资余额增
sentiment_attention,hk_hold_change,capital_sentiment,GREEN,high,2-6周（机构建仓周期长；与系统2-4周窗口匹配）,北向增持→看多；北向大幅减持→看空,hk_hold,北向本身就是机构资金，其持仓变化是机构市场中最直接的'聪明钱'代理；与国内公募持仓相比，北向数据更高频且无披露延迟
sentiment_attention,block_trade_discount,risk_discount,GREEN,med,2-6周（减持信号持续性；机构接盘后通常需要2-4周建仓完成）,大折价大宗交易增多→看空（供给压力）；溢价大宗→看多（机构接盘）,"block_trade, daily",大宗交易是机构间信息传递的重要渠道；买方为机构席位的大宗溢价交易是机构看多的直接证据；与北向资金持仓变化配合使用时信号更
sentiment_attention,share_unlock_pressure,risk_discount,GREEN,high,2-8周（事件前后窗口）,高解禁压力→看空（供给冲击）,share_float,机构用解禁日历作为持仓风险管理工具；大规模定增解禁往往引发机构集体减仓压力
sentiment_attention,sector_rotation_momentum,capital_sentiment,GREEN,med,2-4周（行业动量持续性；与系统核心窗口高度匹配）,行业净流入排名高→看多（动量）；近期流入极值→短期过热→注意反转,"moneyflow_ind_ths, index_member_all",机构资金配置以行业为基本单位，行业资金流信号直接反映机构配置偏好；与北向资金行业配置变化交叉验证效果更好
multifactor_models,ICIR-Optimal Factor Synthesis Weight,fundamental_score,GREEN,high,月度再平衡（参数 Sigma_IC 用 24 个月滚动窗口），信号持有 2-4 周,合成因子高值看多,"fina_indicator, daily_basic, report_rc, moneyflow",高 — 机构用 Barra 框架做归因，ICIR 优化合成与之对齐，便于沟通 alpha 来源
multifactor_models,Barra CNE6 Industry + Size Two-Step Neutralization,fundamental_score,GREEN,high,每次截面计算（周频或月频重算），无单独持有周期,残差高值方向由原始因子决定,"daily_basic, index_member_all, index_classify, ci_daily",极高 — 机构组合基准敏感，行业偏离 TE 是首要风控指标
multifactor_models,Fama-French Five-Factor Composite (FF5),fundamental_score,GREEN,med,月度重平衡，因子持有 1-3 个月,RMW 高分位 + CMA 低分位（保守投资）+ HML 高分位看多,"fina_indicator, balancesheet, income, daily_basic",高 — 外资和 FOF 常用 FF5 做业绩归因，alpha 相对 FF5 比相对 CAPM 更干净
multifactor_models,q-Factor: ROE and Investment Factor,fundamental_score,GREEN,med,季度财报更新后重算，持有 1-3 个月,高 ROE + 低 I/A 看多,"fina_indicator, balancesheet, daily_basic",高 — 与机构 ROE 选股框架天然对齐
multifactor_models,Piotroski F-Score (A-Share Adapted),fundamental_score,GREEN,med,年度财报更新后触发（每年约 4-5 月），持有 1 年；可降低至半年报触发,高 F 分看多,"fina_indicator, balancesheet, cashflow, income",中高 — 机构常用综合质量评分做选股初筛
multifactor_models,Carhart Momentum Factor (12-1 Month),capital_sentiment,GREEN,med,月度重平衡，2-3 个月持有；中期（6 个月）动量最稳定,高动量（过去赢家）看多,"monthly, daily",中 — 机构基金经理用动量做行业轮动，个股动量信号辅助；外资动量交易风格显著
multifactor_models,IVOL: Idiosyncratic Volatility (Low-Vol Anomaly),risk_discount,GREEN,high,月度再平衡，持有 1-3 个月,IVOL 低值看多（低波溢价）,"daily, daily_basic, stk_factor_pro",极高 — 险资/银行理财是 2024-2025 最大增量机构资金，低波是其核心约束
multifactor_models,Northbound (HK Connect) Net Flow Factor,capital_sentiment,GREEN,med,5 日动量信号，持有 2-4 周,北向净买入看多,"hk_hold, moneyflow_hsgt",极高 — 外资是 A 股最重要的价格发现机构，北向持仓方向代表全球机构共识
multifactor_models,Margin Financing Change Rate Factor,capital_sentiment,GREEN,med,5 日变化率信号，持有 2-3 周；高水位警告持有周期缩短至 1 周,5日融资余额正增长看多（但极端高位看空）,"margin, margin_detail, daily_basic",中高 — 融资客中散户居多，但融资买入集中于机构持仓股时信号质量提升
multifactor_models,Chip Distribution Profitability Ratio Factor,capital_sentiment,GREEN,med,短期 3-10 日（博弈层面信号）,WIN_RATIO < 30% 且价格突破筹码密集区时看多；WIN_RATIO > 75% 时看空（压力位）,cyq_perf,中 — 机构内部用筹码分析评估建仓/减仓成本分布，但不作为主要量化信号
multifactor_models,Analyst Earnings Revision Momentum (ARM),expectation_gap,GREEN,med,4 周修正窗口，持有 4-8 周（PEAD 效应持续约 60 日）,ARM 上调看多,"report_rc, fina_indicator, express",极高 — 机构投资者直接消费卖方研报，预测修正信号反映机构共识变化
multifactor_models,Factor Crowding Score (FCS),risk_discount,YELLOW,med,月度计算拥挤度评分，实时风控监控,FCS 高值（因子拥挤）→ 对应因子权重下调（用于 risk_discount）,"stk_holdertrade, stk_holdernumber, pledge_stat",极高 — 机构量化风控部门核心指标，防范量化策略集体平仓风险
multifactor_models,Factor Timing via Macro Regime (Factor Rotation),NEW,YELLOW,med,月度体制识别，因子权重月度更新；短期 2-4 周预测,体制利好时对应因子加权，体制不利时降权,"sf_month, shibor, cn_pmi, cn_m, index_dailybasic",高 — 机构资产配置委员会用宏观框架决定风格偏配，与机构操作周期对齐
multifactor_models,LightGBM/GBDT Multi-Factor Synthesis,fundamental_score,YELLOW,med,月度再平衡，预测 +4 周超额收益,模型高预测分值看多,"fina_indicator, daily_basic, report_rc, moneyflow, margin, hk_hold",高 — 量化私募头部机构（幻方/九坤/明汯）核心策略，机构赛道核心竞争点
multifactor_models,AlphaNet: End-to-End Price-Volume Neural Factor,capital_sentiment,YELLOW,med,日频更新信号，持有 2-10 日（高频短周期）,模型输出高分看多,"daily, daily_basic, stk_factor_pro",高 — 量化机构核心量价 alpha 来源；但普通机构基本面选股者较少使用
multifactor_models,Lasso / ElasticNet Factor Selection & Synthesis,fundamental_score,GREEN,med,月度更新合成权重，预测 +4 周超额,合成因子高分看多,"fina_indicator, daily_basic, report_rc, margin, hk_hold, moneyflow",高 — 量化私募标配方法；对比 GBDT 更可解释，受机构合规要求欢迎
multifactor_models,Symmetric Orthogonalization (Factor Decorrelation),fundamental_score,GREEN,med,月度重算正交化矩阵（协方差矩阵用 24 个月滚动估计）,正交化后各因子方向不变，正交分量高值方向与原始因子一致,"fina_indicator, daily_basic, report_rc, moneyflow",高 — Barra 体系核心工程步骤，机构风险模型标配
multifactor_models,Sloan Accruals Quality Factor,fundamental_score,GREEN,high,年度财报触发，持有 6-12 个月,低 ACCRUAL（现金流驱动利润）看多,"income, cashflow, balancesheet",高 — 机构尽调必查应计质量，该因子与机构行为高度同步
macro_regime_timing,货币-信用四象限 Regime 分类器,capital_sentiment,GREEN,high,1-3 个月调仓，覆盖系统 2-4 周窗口（信号更新频率月度）,宽货币+宽信用 → 看多；紧货币+紧信用 → 降低 beta,"cn_m, sf_month",机构配置决策的核心宏观框架，公募、私募、险资均以此为 beta 判断基础，信号更新月度，适合机构调仓节奏
macro_regime_timing,信用脉冲 Credit Impulse,capital_sentiment,YELLOW,high,6-12 个月预测窗口（价值/成长风格轮动），与系统 2-4 周窗口配合使用时作为方向性背景信号,CI 由负转正、持续扩张 → 偏成长/小盘；CI 由正转负、收缩 → 偏价值/大盘,"sf_month, cn_gdp",CICC/华泰等头部机构核心宏观配置指标，被广泛用于 A 股股债配置和风格轮动判断
macro_regime_timing,ERP 股权风险溢价择时信号,valuation_rerating,GREEN,high,1-3 个月（中期择时），信号更新月频,ERP 高 → 看多权益；ERP 低 → 降低仓位,"daily_basic, shibor, shibor_lpr",机构配置会议必看指标，险资/养老金用于 SAA 动态权益比例调整
macro_regime_timing,PMI 扩散指数 + 新订单-库存差,fundamental_score,GREEN,high,1-2 个月（PMI 公布后当月生效），配合系统 2-4 周窗口,delta_PMI>0 且 PMI>50 → 看多周期；PMI_NI-INV 差由负转正 → 看多上游,cn_pmi,机构策略会议必备宏观指标，公募基金经理月度配置决策参考
macro_regime_timing,库存周期四阶段定位器,capital_sentiment,YELLOW,med,3-6 个月（库存周期转换持续 6-12 个月），月度更新,被动去库+进入主动补库 → 超配上游周期/小盘成长；主动去库阶段 → 防御,cn_pmi,周期类私募/行业基金的核心配置依据，公募机构在库存拐点附近调整行业暴露
macro_regime_timing,CPI-PPI 剪刀差风格信号,capital_sentiment,GREEN,med,1-3 个月（通胀周期持续数月），月度信号,PPI-CPI 高且扩大 → 看多上游大宗/能源；PPI-CPI 低且收窄 → 看多消费,"cn_cpi, cn_ppi",机构行业配置轮动的重要通胀拆解工具
macro_regime_timing,M1-M2 剪刀差资金活化信号,capital_sentiment,GREEN,med,1-3 个月（货币周期更新月频）,M1-M2 正剪刀差扩大 → 看多大盘价值；负剪刀差 → 小盘成长,cn_m,银行/险资/公募在大小盘风格切换时的核心货币指标
macro_regime_timing,HMM 宏观-资金-市场三维状态机,risk_discount,YELLOW,med,日频更新，2-4 周持仓为主,HMM 状态为趋势上涨/震荡上涨 + 宏观扩张 → 看多；趋势下跌 + 衰退 → 看空,"daily, cn_pmi, margin, sf_month",量化私募核心择时工具，机构投资者用于动态 beta 管理
macro_regime_timing,北向资金流净值动量,capital_sentiment,GREEN,med,2-4 周（周频更新，1-2 周领先），覆盖系统核心窗口,持续净买入 → 风险偏好上升，看多；净卖出且加速 → 风险规避,"hk_hold, moneyflow_hsgt",机构每日必看资金流指标，外资持续配置方向代表全球机构共识
macro_regime_timing,融资余额变化率 + 杠杆情绪温度计,funding_score,GREEN,high,2-4 周（周频更新），覆盖系统核心窗口,融资余额加速上升 → 过热预警/看空；急跌后企稳 → 看多,"margin, margin_detail, daily_basic",机构投资者监测市场杠杆风险的必备指标，与 ETF 份额变化互为验证
macro_regime_timing,全市场换手率百分位温度计,capital_sentiment,GREEN,high,2-4 周（中期均值回归），日频更新,高百分位 → 短期看空/过热；低百分位 → 中期看多/底部,"daily_basic, st",中性至高；机构主要用于全局风险管理，个股层面换手率因子独立作为选股因子效力更弱
macro_regime_timing,CICSI 综合投资者情绪指数,capital_sentiment,YELLOW,med,1-2 个月（月频更新，领先 1 个月）,CICSI_z 极高 → 过热/看空；极低 → 悲观/看多,"daily, new_share, daily_basic",适合机构的全局情绪监测；基金公司常用类似框架做大类资产仓位管理
macro_regime_timing,多资产相关性骤升系统性风险信号,risk_discount,YELLOW,med,2-4 周（日频计算，周频确认），覆盖系统核心窗口,相关性骤升 → 系统性风险，降低 beta；相关性正常 → 风险偏好正常,"daily, index_global",机构风险管理委员会和配置团队用于系统性风险预警，适合 R-7 动态 beta 调节
macro_regime_timing,SHIBOR/LPR 利率趋势与利差信号,valuation_rerating,GREEN,med,1-3 个月（货币政策变化周期），月频主要信号,SHIBOR/LPR 下行 → 看多；利率上行/倒挂 → 收缩 beta,"shibor, shibor_lpr",所有机构配置决策的基础货币环境判断，债券/股票联动分析的核心参数
macro_regime_timing,PMI 服务业-制造业背离信号,fundamental_score,GREEN,med,1-3 个月（行业轮动信号），月频更新,服务>制造且背离扩大 → 配消费/科技；制造>服务 → 配周期/制造,cn_pmi,机构行业配置的战术性信号，尤其在经济转型期价值较高
macro_regime_timing,社融-M2 增速差（信用扩张强度）,capital_sentiment,GREEN,med,2-4 个月（信用传导滞后），月频信号,SF>M2且扩大 → 看多权益/周期；SF<M2且收窄 → 货币空转，偏防御,"sf_month, cn_m",机构宏观研究的核心信用传导效率指标
macro_regime_timing,风格轮动综合打分器（价值/成长/大盘/小盘）,valuation_rerating,GREEN,med,1-3 个月（风格周期在 6-18 个月内），月频调仓,综合分正 → 超配成长小盘；综合分负 → 超配价值大盘,"sf_month, cn_m, cn_ppi, cn_cpi, daily_basic",公募基金风格漂移控制、私募大类风格 beta 路由的核心工具
